"STATION","NAME","DATE","DAPR","DAWM","MDPR","MDWM","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WDMV"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-08-18",,,,,"0.10","0.0","0.0","96","67","67","131.7"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-08-19",,,,,"0.00","0.0","0.0","83","61","66","106.3"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-08-20",,,,,"0.00","0.0","0.0","87","65","74","147.3"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-08-21",,,,,"0.54","0.0","0.0","91","61","62","124.9"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-08-22",,,,,"0.00","0.0","0.0","77","51","58","116.8"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-08-23",,,,,"0.00","0.0","0.0","72","57","61","69.0"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-08-24",,,,,"0.00","0.0","0.0","66","51","59","62.8"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-08-25",,,,,"0.00","0.0","0.0","73","52","63","65.9"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-08-26",,,,,"0.01","0.0","0.0","82","56","63","80.2"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-08-27",,,,,"0.00","0.0","0.0","87","59","66","157.8"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-08-28",,,,,"0.00","0.0","0.0","85","58","65","164.0"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-08-29",,,,,"0.00","0.0","0.0","85","64","71","106.9"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-08-30",,,,,"0.00","0.0","0.0","87","60","67","106.9"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-08-31",,,,,"0.00","0.0","0.0","87","65","67","154.7"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-09-01",,,,,"0.00","0.0","0.0","87","63","66","165.9"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-09-02",,,,,"0.00","0.0","0.0","81","64","68","108.7"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-09-03",,,,,"0.85","0.0","0.0","80","59","63","95.1"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-09-04",,,,,"0.00","0.0","0.0","83","54","66","77.1"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-09-05",,,,,"0.00","0.0","0.0","83","55","66","75.8"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-09-06",,,,,"0.00","0.0","0.0","90","53","60","118.1"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-09-07",,,,,"0.00","0.0","0.0","79","55","64","110.0"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-09-08",,,,,"0.00","0.0","0.0","83","58","64","185.2"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-09-09",,,,,"0.00","0.0","0.0","87","57","64","159.7"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-09-10",,,,,"0.00","0.0","0.0","85","55","63","113.7"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-09-11",,,,,"0.00","0.0","0.0","84","54","62","115.0"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-09-12",,,,,"0.00","0.0","0.0","83","59","64","165.3"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-09-13",,,,,"0.00","0.0","0.0","84","61","65","201.9"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-09-14",,,,,"0.00","0.0","0.0","85","56","58","101.3"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-09-15",,,,,"0.00","0.0","0.0","73","52","53","162.8"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-09-16",,,,,"0.44","0.0","0.0","66","52","58","121.8"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-09-17",,,,,"0.04","0.0","0.0","64","56","55","82.0"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-09-18",,,,,"0.13","0.0","0.0","71","44","49","98.8"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-09-19",,,,,"0.00","0.0","0.0","66","44","50","62.8"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-09-20",,,,,"0.00","0.0","0.0","69","44","49","72.1"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-09-21",,,,,"0.00","0.0","0.0","75","49","56","46.0"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-09-22",,,,,"0.00","0.0","0.0","86","48","54","92.0"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-09-23",,,,,"0.00","0.0","0.0","81","52","58","44.1"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-09-24",,,,,"0.00","0.0","0.0","86","54","62","78.9"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-09-25",,,,,"0.00","0.0","0.0","94","57","59","160.9"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-09-26",,,,,"0.00","0.0","0.0","72","50","54","129.2"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-09-27",,,,,"0.05","0.0","0.0","78","53","54","98.8"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-09-28",,,,,"0.00","0.0","0.0","69","46","55","65.2"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-09-29",,,,,"0.00","0.0","0.0","83","45","54","80.2"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-09-30",,,,,"0.00","0.0","0.0","86","48","51","231.2"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-10-01",,,,,"0.00","0.0","0.0","60","30","40","129.9"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-10-02",,,,,"0.00","0.0","0.0","72","40","52","185.8"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-10-03",,,,,"0.00","0.0","0.0","88","50","56","126.1"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-10-04",,,,,"0.00","0.0","0.0","67","46","47","192.0"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-10-05",,,,,"0.00","0.0","0.0","64","35","42","39.1"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-10-06",,,,,"0.00","0.0","0.0","73","41","52","134.2"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-10-07",,,,,"0.00","0.0","0.0","84","49","53","118.1"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-10-08",,,,,"0.00","0.0","0.0","83","49","55","134.8"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-10-09",,,,,"0.00","0.0","0.0","87","49","61","65.9"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-10-10",,,,,"0.00","0.0","0.0","72","39","47","124.9"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-10-11",,,,,"0.00","0.0","0.0","75","46","51","159.1"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-10-12",,,,,"0.00","0.0","0.0","86","51","60","195.7"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-10-13",,,,,"0.00","0.0","0.0","84","45","53","46.0"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-10-14",,,,,"0.00","0.0","0.0","87","45","46","169.0"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-10-15",,,,,"0.00","0.0","0.0","46","26","31","298.3"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-10-16",,,,,"0.00","0.0","0.0","55","27","37","105.0"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-10-17",,,,,"0.00","0.0","0.0","65","35","40","108.7"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-10-18",,,,,"0.97","0.0","0.0","42","32","42","52.8"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-10-19",,,,,"0.00","0.0","0.0","48","27","31","203.8"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-10-20",,,,,"0.00","0.0","0.0","60","31","37","116.2"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-10-21",,,,,"0.00","0.0","0.0","71","37","45","172.1"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-10-22",,,,,"0.00","0.0","0.0","83","35","40","142.3"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-10-23",,,,,"0.00","0.0","0.0","55","32","39","69.0"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-10-24",,,,,"0.00","0.0","0.0","62","34","41","59.0"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-10-25",,,,,"0.00","0.0","0.0","70","36","43","60.3"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-10-26",,,,,"0.00","0.0","0.0","76","36","42","65.9"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-10-27",,,,,"0.00","0.0","0.0","79","38","43","62.1"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-10-28",,,,,"0.00","0.0","0.0","80","37","47","80.2"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-10-29",,,,,"0.00","0.0","0.0","71","32","36","149.1"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-10-30",,,,,"0.00","0.0","0.0","54","30","35","55.3"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-10-31",,,,,"0.00","0.0","0.0","77","35","40","93.8"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-11-01",,,,,"0.09","0.0","0.0","54","31",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-11-02",,,,,"0.00","0.0","0.0","36","17",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-11-03",,,,,"0.00","0.0","0.0","50","21",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-11-04",,,,,"0.00","0.0","0.0","53","30",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-11-05",,,,,"0.00","0.0","0.0","48","19",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-11-06",,,,,"0.00","0.0","0.0","58","26",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-11-07",,,,,"0.00","0.0","0.0","74","34",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-11-08",,,,,"0.00","0.0","0.0","70","27",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-11-09",,,,,"0.00","0.0","0.0","40","20",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-11-10",,,,,"0.00","0.0","0.0","37","19",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-11-11",,,,,"0.00","0.0","0.0","54","24",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-11-12",,,,,"0.00","0.0","0.0","45","21",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-11-13",,,,,"0.00","0.0","0.0","56","24",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-11-14",,,,,"0.00","0.0","0.0","65","26",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-11-15",,,,,"0.00","0.0","0.0","68","30",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-11-16",,,,,"0.00","0.0","0.0","75","32",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-11-17",,,,,"0.00","0.0","0.0","66","36",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-11-18",,,,,"0.00","0.0","0.0","63","31",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-11-19",,,,,"0.00","0.0","0.0","51","22",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-11-20",,,,,"0.00","0.0","0.0","57","24",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-11-21",,,,,"0.00","0.0","0.0","61","24",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-11-22",,,,,"0.00","0.0","0.0","65","31",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-11-23",,,,,"0.00","0.0","0.0","67","30",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-11-24",,,,,"0.00","0.0","0.0","54","31",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-11-25",,,,,"0.00","0.0","0.0","47","34",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-11-26",,,,,"0.00","0.0","0.0","65","34",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-11-27",,,,,"0.00","0.0","0.0","61","23",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-11-28",,,,,"0.00","0.0","0.0","48","17",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-11-29",,,,,"0.00","0.0","0.0","55","19",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-11-30",,,,,"0.00","0.0","0.0","60","24",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-12-01",,,,,"0.00",,,"41","13",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-12-02",,,,,"0.00",,,"23","13",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-12-03",,,,,"0.00",,,"28","14",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-12-04",,,,,"0.00",,,"28","15",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-12-05",,,,,"0.00",,,"40","15",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-12-06",,,,,"0.00",,,"52","22",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-12-07",,,,,"0.00",,,"51","28",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-12-08",,,,,"0.00",,,"51","21",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-12-09",,,,,"0.08",,,"48","19",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-12-10",,,,,"0.00",,,"29","4",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-12-11",,,,,"0.00",,,"35","5",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-12-12",,,,,"0.00",,,"42","10",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-12-13",,,,,"0.00",,,"53","19",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-12-14",,,,,"0.00",,,"58","20",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-12-15",,,,,"0.00",,,"60","23",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-12-16",,,,,"0.00",,,"52","18",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-12-17",,,,,"0.00",,,"54","19",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-12-18",,,,,"0.00",,,"62","23",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-12-19",,,,,"0.00",,,"63","23",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-12-20",,,,,"0.00",,,"65","24",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-12-21",,,,,"0.00",,,"69","20",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-12-22",,,,,"0.00",,,"53","21",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-12-23",,,,,"0.14",,,"28","1",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-12-24",,,,,"0.00",,,"26","3",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-12-25",,,,,"0.00",,,"32","5",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-12-26",,,,,"0.00",,,"18","14",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-12-27",,,,,"0.50",,,"20","15",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-12-28",,,,,"0.12",,,"18","0",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-12-29",,,,,"0.00",,,"18","0",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-12-30",,,,,"0.00",,,"26","-7",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1966-12-31",,,,,"0.00",,,"23","-1",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-01-01",,,,,"0.00","0.0",,"34","-2",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-01-02",,,,,"0.00","0.0",,"34","7",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-01-03",,,,,"0.00","0.0",,"29","3",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-01-04",,,,,"0.00","0.0",,"30","2",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-01-05",,,,,"0.00","0.0",,"43","15",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-01-06",,,,,"0.00","0.0",,"42","21",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-01-07",,,,,"0.00","0.5",,"27","11",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-01-08",,,,,"0.00","0.0",,"22","-2",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-01-09",,,,,"0.00","0.0",,"33","-2",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-01-10",,,,,"0.00","0.0",,"39","11",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-01-11",,,,,"0.00","0.0",,"43","18",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-01-12",,,,,"0.00","0.0",,"52","20",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-01-13",,,,,"0.00","0.0",,"41","27",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-01-14",,,,,"0.00","0.0",,"54","27",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-01-15",,,,,"0.09","0.0",,"36","19",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-01-16",,,,,"0.00","0.0",,"45","20",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-01-17",,,,,"0.00","0.0",,"47","15",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-01-18",,,,,"0.00","0.0",,"33","10",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-01-19",,,,,"0.00","0.0",,"33","10",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-01-20",,,,,"0.00","0.0",,"52","21",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-01-21",,,,,"0.00","0.0",,"67","23",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-01-22",,,,,"0.00","0.0",,"64","30",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-01-23",,,,,"0.00","0.0",,"76","34",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-01-24",,,,,"0.00","0.0",,"65","29",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-01-25",,,,,"0.00","0.0",,"48","29",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-01-26",,,,,"0.25","3.0",,"37","19",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-01-27",,,,,"0.00","0.0",,"32","15",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-01-28",,,,,"0.00","0.0",,"51","19",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-01-29",,,,,"0.00","0.0",,"58","28",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-01-30",,,,,"0.00","0.0",,"63","28",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-01-31",,,,,"0.00","0.0",,"65","32",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-02-01",,,,,"0.00","0.0","0.0","60","32",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-02-02",,,,,"0.00","0.0","0.0","43","13",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-02-03",,,,,"0.00","0.0","0.0","47","14",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-02-04",,,,,"0.00","0.0","0.0","61","19",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-02-05",,,,,"0.00","0.0","0.0","60","28",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-02-06",,,,,"0.00","0.0","0.0","46","12",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-02-07",,,,,"0.00","0.0","0.0","45","19",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-02-08",,,,,"0.09","0.0","0.0","35","15",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-02-09",,,,,"0.00","0.0","0.0","46","16",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-02-10",,,,,"0.00","0.0","0.0","55","24",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-02-11",,,,,"0.00","0.0","0.0","55","20",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-02-12",,,,,"0.00","0.0","0.0","52","21",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-02-13",,,,,"0.00","0.0","0.0","57","22",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-02-14",,,,,"0.00","0.0","0.0","69","33",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-02-15",,,,,"0.00","0.0","0.0","74","16",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-02-16",,,,,"0.00","0.0","0.0","37","17",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-02-17",,,,,"0.00","0.0","0.0","38","18",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-02-18",,,,,"0.00","0.0","0.0","53","13",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-02-19",,,,,"0.00","0.0","0.0","49","15",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-02-20",,,,,"0.00","0.0","0.0","40","24",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-02-21",,,,,"0.00","0.0","0.0","44","17",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-02-22",,,,,"0.00","0.0","0.0","60","15",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-02-23",,,,,"0.00","0.0","0.0","44","16",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-02-24",,,,,"0.00","0.0","0.0","34","21",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-02-25",,,,,"0.00","0.0","0.0","46","23",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-02-26",,,,,"0.00","0.0","0.0","55","31",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-02-27",,,,,"0.00","0.0","0.0","66","30",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-02-28",,,,,"0.00","0.0","0.0","59","25",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-03-01",,,,,"0.00","0.0","0.0","71","28",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-03-02",,,,,"0.00","0.0","0.0","78","31",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-03-03",,,,,"0.00","0.0","0.0","74","29",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-03-04",,,,,"0.00","0.0","0.0","48","29",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-03-05",,,,,"0.00","0.0","0.0","48","29",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-03-06",,,,,"0.06","0.5","0.0","34","7",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-03-07",,,,,"0.00","0.0","0.0","45","11",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-03-08",,,,,"0.00","0.0","0.0","16","3",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-03-09",,,,,"0.00","0.0","0.0","52","9",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-03-10",,,,,"0.00","0.0","0.0","72","23",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-03-11",,,,,"0.00","0.0","0.0","77","36",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-03-12",,,,,"0.00","0.0","0.0","77","29",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-03-13",,,,,"0.00","0.0","0.0","79","33",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-03-14",,,,,"0.00","0.0","0.0","51","32",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-03-15",,,,,"0.00","0.0","0.0","47","17",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-03-16",,,,,"0.00","0.0","0.0","47","23",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-03-17",,,,,"0.00","0.0","0.0","67","22",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-03-18",,,,,"0.00","0.0","0.0","38","22",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-03-19",,,,,"0.00","0.0","0.0","40","24",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-03-20",,,,,"0.00","0.0","0.0","78","35",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-03-21",,,,,"0.00","0.0","0.0","62","36",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-03-22",,,,,"0.00","0.0","0.0","69","29",,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1967-03-23",,,,,"0.00","0.0","0.0","73","34",,
